source_id,Address,Town,Province,Source_type,Improvement,Source_status,Date_of_completion,Comments
HaRu20486224,20 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18584224,20 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19176224,20 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17178224,20 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19926224,21 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20345224,21 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20174224,21 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19124224,21 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20833224,21 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu16995224,21 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17625224,22 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17947224,22 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20228224,22 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17188224,22 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18176224,22 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17757224,22 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18863224,22 Zuma Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18223224,23 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19958224,23 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20447224,23 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19322224,23 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20005224,23 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19623224,23 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17257224,23 Savannah Grove,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17352224,23 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18196224,23 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17815224,23 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18911224,23 Zuma Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18343224,24 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18127224,24 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18808224,24 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20264224,24 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19698224,24 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20192224,24 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19549224,24 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19648224,24 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20863224,24 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18970224,24 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18236224,25 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18658224,25 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18107224,25 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18794224,25 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17216224,25 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20207224,25 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19545224,25 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17805224,25 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17059224,25 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18714224,26 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19672224,26 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17195224,26 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19507224,26 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18248224,27 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18128224,27 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20523224,27 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19227224,27 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20237224,27 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19594224,27 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17447224,27 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17275224,27 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20830224,27 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18634224,28 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18314224,28 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18062224,28 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19355224,28 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17199224,28 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18184224,28 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20731224,28 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17755224,28 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18900224,28 Zuma Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18300224,29 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19949224,29 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20298224,29 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19224224,29 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17458224,29 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17812224,29 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19388224,29 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18707224,3 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20201224,3 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19576224,3 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17366224,3 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17289224,3 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17127224,3 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19947224,30 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17897224,30 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17213224,30 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19122224,30 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19640224,30 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17345224,30 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18193224,30 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20824224,30 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17721224,30 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19409224,30 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18338224,31 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18140224,31 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18402224,31 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19928224,31 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18530224,31 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18815224,31 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20223224,31 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20090224,31 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19516224,31 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19587224,31 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17326224,31 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17287224,31 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17844224,31 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18271224,32 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18084224,32 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18425224,32 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18555224,32 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18812224,32 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18015224,32 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17212224,32 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20178224,32 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19636224,32 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17300224,32 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18669224,33 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18334224,33 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18157224,33 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18804224,33 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20251224,33 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19654224,33 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17197224,33 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19139224,33 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17350224,33 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18198224,33 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18292224,34 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18112224,34 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20388224,34 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19273224,34 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19735224,34 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17480224,34 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18135224,35 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20586224,35 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19938224,35 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18577224,35 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19182224,35 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19489224,35 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17449224,35 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17229224,35 Savannah Grove,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17311224,35 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19387224,35 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18909224,35 Zuma Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18752224,36 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17690224,36 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18155224,36 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18499224,36 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19140224,36 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19491224,36 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17252224,36 Savannah Grove,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20860224,36 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18308224,37 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19805224,37 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19943224,37 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18459224,37 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19727224,37 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19451224,37 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18246224,38 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18083224,38 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18163224,38 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20604224,38 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18417224,38 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19354224,38 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17877224,38 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19684224,38 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20087224,38 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19483224,38 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19602224,38 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17328224,38 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18187224,38 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17598224,39 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19945224,39 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20190224,39 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19504224,39 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17274224,39 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18178224,39 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20861224,39 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18234224,4 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18141224,4 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20521224,4 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19932224,4 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18795224,4 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18036224,4 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20267224,4 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20157224,4 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17220224,4 Savannah Grove,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19042224,4 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18311224,40 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19890224,40 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18788224,40 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17985224,40 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20246224,40 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17207224,40 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19168224,40 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19711224,40 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19635224,40 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17674224,41 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19935224,41 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20220224,41 Malaika Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19681224,41 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19528224,41 Mnyama Dangote Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17276224,41 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20679224,41 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17741224,41 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18652224,42 Amin Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18307224,42 Bamako Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18080224,42 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17565224,42 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20519224,42 Gbenga Adeyinka Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18477224,42 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19619224,42 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17281224,42 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19396224,42 Twiga Lumumba Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18921224,42 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18868224,42 Zuma Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18251224,43 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18500224,43 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20205224,43 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19163224,43 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19742224,43 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17403224,43 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18225224,44 Abuja Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19936224,44 Jangwa Nyeupe Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19985224,44 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19605224,44 Mto Mandela Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17445224,44 Rhodes Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17283224,44 Tangier Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18200224,44 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20818224,44 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17839224,44 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18073224,45 Bamenda Boulevard,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19891224,45 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18799224,45 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19350224,45 Kiboko Nkrumah Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20185224,45 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19880224,46 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18139224,46 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18048224,46 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17210224,46 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20218224,46 Mawimbi Makuu Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19151224,46 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18217224,46 Tripoli Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17618224,47 Constantine Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18123224,47 Djibouti Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18386224,47 Harare Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20303224,47 Johnny Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20816224,47 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17138224,47 Twiga Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19010224,47 Winnie Mandela Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19662224,48 Mamba Biko Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17215224,48 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20056224,48 Milima Kali Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19709224,48 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17349224,48 Tahrir Square,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17771224,48 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19778224,49 Chanzo Cha Furaha Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18504224,49 Kano Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu18780224,49 Khama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17956224,49 Lubumbashi Lane,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17218224,49 Marrakech Terrace,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19148224,49 Miriam Makeba Drive,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu19753224,49 Mlima Tazama Avenue,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu20806224,49 Tuku Street,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
HaRu17813224,49 Tunis Road,Rural,Hawassa,well,Install UV and RO filter,Backlog,\N,\N
